"repository_url","age_days","forks","subscribers","stargazers","pull_requests","issues","comments","commits","contributors","followers"
https://api.github.com/repos/EragonJ/Trip.js,645,71,20,479,18,52,0,187,9,47
https://api.github.com/repos/erelsgl/limdu,453,7,7,33,20,0,1,325,2,6
https://api.github.com/repos/ericf/grunt-broccoli-build,180,4,1,9,4,1,0,28,2,239
https://api.github.com/repos/ericls/FairyBBS,184,27,11,59,6,5,0,41,3,6
https://api.github.com/repos/ericmoritz/dict-to-protobuf,320,1,1,0,1,0,0,7,2,68
https://api.github.com/repos/ericnewton76/gmaps-api-net,575,42,14,39,15,9,2,175,8,4
https://api.github.com/repos/ericraio/ch.lua,792,1,1,2,1,1,0,15,2,17
https://api.github.com/repos/ericwhyne/darpa_open_catalog,200,34,5,13,202,2,0,572,23,14
https://api.github.com/repos/erik-kallen/SaltarelleCompiler,900,46,45,214,31,300,10,1142,9,24
https://api.github.com/repos/erikmooney/Civ4RealmsBeyondBalanceMod,645,3,0,0,7,0,0,34,4,0
https://api.github.com/repos/erikrose/peep,444,14,8,91,11,38,1,69,8,165
https://api.github.com/repos/erikvanoosten/metrics-scala,728,22,13,111,23,30,2,1368,54,3
https://api.github.com/repos/esheldon/fitsio,1092,9,9,25,9,16,0,422,3,14
https://api.github.com/repos/eternaldensity/Sandcastle-Builder,361,31,8,30,309,968,20,2286,21,4
https://api.github.com/repos/eternicode/bootstrap-datepicker,905,2018,322,5027,431,656,22,680,137,89
https://api.github.com/repos/Ethanjfobrien/LanguageProcessorsProject,204,2,3,0,19,0,0,74,3,1
https://api.github.com/repos/Eugeny/ajenti,1650,276,183,3061,110,470,30,2397,38,229
https://api.github.com/repos/euroelessar/qutim,1209,32,28,117,300,29,30,4209,22,27
https://api.github.com/repos/evancz/Elm,872,1,1,20,1,0,0,2534,51,317
https://api.github.com/repos/evancz/elm-lang.org,833,0,0,0,0,0,0,1088,34,317
https://api.github.com/repos/evanmiller/mod_zip,1785,25,10,58,10,22,4,31,8,271
https://api.github.com/repos/evantravers/middleman-contact-form,370,6,2,18,1,3,0,20,2,26
https://api.github.com/repos/evilstreak/markdown-js,1725,401,114,2688,101,114,21,423,31,64
https://api.github.com/repos/ewen/ci-toast,836,4,2,2,3,0,0,8,3,4
https://api.github.com/repos/exhuma/braindump,1559,2,4,13,7,0,0,52,3,13
https://api.github.com/repos/expand/eXpand,1762,51,17,51,51,0,12,3733,14,7
https://api.github.com/repos/ezcn/ddafpower,166,2,1,0,2,0,0,2,2,0
https://api.github.com/repos/ezrapagel/knife-vsphere,1167,74,36,91,70,56,4,160,24,5
https://api.github.com/repos/fabpot/Pimple,1911,164,93,893,105,55,16,176,26,4084
https://api.github.com/repos/fadmaa/grefine-rdf-extension,1433,14,10,60,12,86,2,116,3,9
https://api.github.com/repos/Faerbit/octo-avenger,170,1,1,0,3,0,0,45,2,1
https://api.github.com/repos/fanxu123/android-development-bookmarks,427,4,2,12,3,0,0,20,3,10
https://api.github.com/repos/farhadi/node-smpp,1111,22,8,52,7,7,0,41,5,223
https://api.github.com/repos/fastner/konstrukteur,260,1,2,2,6,2,0,138,2,11
https://api.github.com/repos/fatiherikli/mockup-designer,663,57,40,312,11,5,0,71,2,277
https://api.github.com/repos/favoretti/nsnitro,1035,27,18,31,61,19,5,242,16,18
https://api.github.com/repos/FaysalAhmed/liberation71_free,166,2,2,1,1,0,0,8,2,1
https://api.github.com/repos/fbrandel/freelancer-rhein-main-data,682,47,3,4,61,6,1,256,42,22
https://api.github.com/repos/fdienesch-tgm/Python,168,2,1,0,1,0,0,1,1,10
https://api.github.com/repos/fedeisas/laravel-js-routes,225,3,5,40,4,8,0,51,3,16
https://api.github.com/repos/felixge/node-measured,1036,21,12,194,10,4,5,122,6,1608
https://api.github.com/repos/felixge/node-style-guide,802,252,76,1157,18,9,0,39,12,1608
https://api.github.com/repos/felixkick/info-snake-gravity,185,1,1,0,1,0,0,5,2,0
https://api.github.com/repos/felixonmars/dnsmasq-china-list,463,43,31,190,19,3,4,456,12,90
https://api.github.com/repos/fengyuanchen/prettydate,179,6,2,21,1,0,0,6,2,18
https://api.github.com/repos/Fenoxo/sourceTiTS,312,15,16,21,28,154,8,1262,12,9
https://api.github.com/repos/ferd/recon,763,43,40,211,14,3,6,115,8,252
https://api.github.com/repos/fernandezgom/it2l-platform,172,1,4,0,14,36,3,98,1,2
https://api.github.com/repos/feross/webtorrent,328,99,202,1592,22,63,6,344,11,1131
https://api.github.com/repos/feroxneto/mshengu,229,4,2,0,76,0,0,183,4,1
https://api.github.com/repos/ferventcoder/chocolateyautomaticpackages,835,23,3,11,76,11,2,498,12,223
https://api.github.com/repos/fgnass/spin.js,1119,696,196,6591,58,189,10,219,15,246
https://api.github.com/repos/fideloper/Vaprobash,254,266,60,852,196,189,10,696,55,247
https://api.github.com/repos/FighterX/SOVIET-STATION,326,11,8,9,21,18,0,114,7,2
https://api.github.com/repos/filipovskii/python-basics,192,14,2,0,85,34,0,120,12,7
https://api.github.com/repos/filosganga/play-predictionio,320,6,8,21,8,2,0,22,3,12
https://api.github.com/repos/fisadev/zombsole,687,8,7,25,8,1,0,383,5,50
https://api.github.com/repos/fivefilters/ftr-site-config,558,21,11,31,44,2,2,260,13,8
https://api.github.com/repos/fjavieralba/flasky,681,27,7,49,13,2,0,40,7,32
https://api.github.com/repos/fkooman/php-oauth-client,649,44,14,76,12,28,0,242,7,26
https://api.github.com/repos/Flambe/Kerbal-Scenarios,168,0,1,0,0,0,0,1,1,1
https://api.github.com/repos/Flar49/passionate-programmer-translation,262,66,66,350,101,30,17,363,27,5
https://api.github.com/repos/flaviosilveira/Jquery-Price-Format,1161,59,10,124,17,20,0,51,4,29
https://api.github.com/repos/flavour/eden,993,305,29,148,875,6,442,6009,48,44
https://api.github.com/repos/flexiondotorg/oab-java6,969,162,78,720,39,95,11,122,13,56
https://api.github.com/repos/flibitijibibo/SDL2-CS,523,35,32,132,39,31,3,229,14,87
https://api.github.com/repos/FlorianPerucki/florianperucki,168,2,1,0,3,5,0,29,2,0
https://api.github.com/repos/fluffels/straylight,200,3,1,0,2,30,0,51,3,5
https://api.github.com/repos/flukeout/flukeout.github.io,210,14,4,62,8,9,7,118,8,31
https://api.github.com/repos/flukeout/restaurant,212,49,15,334,22,71,0,125,11,31
https://api.github.com/repos/fnichol/knife-server,819,40,12,138,21,33,3,185,13,253
https://api.github.com/repos/fniephaus/BroBreakout,168,2,1,1,3,0,0,15,4,21
https://api.github.com/repos/fniephaus/BroDCPU,168,2,1,0,4,3,0,26,4,21
https://api.github.com/repos/fogleman/Punchcard,168,11,5,167,2,0,0,31,2,260
https://api.github.com/repos/foldrr-1/git-tutor,166,1,1,0,3,0,0,15,2,0
https://api.github.com/repos/ForbesLindesay/run-browser,252,3,2,18,2,0,2,18,2,243
https://api.github.com/repos/ForbesLindesay/umd,541,15,4,41,11,8,12,41,7,243
https://api.github.com/repos/forste/haskellVCSGUI,1195,1,4,3,5,0,0,85,3,10
https://api.github.com/repos/forste/haskellVCSWrapper,1195,1,4,3,4,3,0,61,3,10
https://api.github.com/repos/FPtje/DarkRP,709,387,67,146,225,1408,261,2069,38,77
https://api.github.com/repos/franciozzy/synexec,553,1,3,0,3,1,0,14,1,4
https://api.github.com/repos/frankwiles/django-admin-views,793,12,3,57,6,5,1,25,5,105
https://api.github.com/repos/fred-wang/Mathzilla,1290,6,2,16,10,15,0,114,7,20
https://api.github.com/repos/freefcw/hustoj,915,9,3,13,35,8,0,555,2,20
https://api.github.com/repos/FreekingDean/portfolio,169,1,2,0,1,0,0,24,2,6
https://api.github.com/repos/friendica/red,784,66,66,181,422,170,119,10221,48,109
https://api.github.com/repos/fshost/xrpc,693,3,1,2,3,1,0,8,2,4
https://api.github.com/repos/fsphil/fswebcam,1630,17,18,126,2,10,0,58,5,26
https://api.github.com/repos/Fuco1/dired-hacks,206,4,5,32,7,12,2,147,4,45
https://api.github.com/repos/Fuco1/smartparens,659,42,32,401,74,283,28,619,20,45
https://api.github.com/repos/fuluchii/avatar-iBatis-plugin,242,3,1,3,1,0,0,10,2,16
https://api.github.com/repos/funnything/OffingHarbor,246,2,1,8,2,2,0,26,2,3
https://api.github.com/repos/fuwaneko/jugglingdb-rethink,471,8,1,17,19,5,0,71,7,7
https://api.github.com/repos/FuzzyBearBTC/peercoin-POSCalculator,240,11,4,4,21,7,0,48,7,11
https://api.github.com/repos/fxn/monochrome-theme.el,1019,5,2,13,10,1,0,43,5,433
https://api.github.com/repos/Fyrd/caniuse,960,464,76,846,546,178,11,1335,221,49
https://api.github.com/repos/fzakaria/HypeScript,1162,15,4,35,6,9,0,23,2,27
https://api.github.com/repos/fzaninotto/Faker,1060,566,264,4177,294,129,19,871,136,478
https://api.github.com/repos/fzaninotto/uptime,978,344,155,2166,87,175,6,520,25,478
https://api.github.com/repos/gabomdq/SDL_GameControllerDB,285,21,8,34,21,3,0,55,16,13
https://api.github.com/repos/gabrielbhs/matd04,166,3,3,0,2,1,0,6,2,2
https://api.github.com/repos/gabrielecirulli/2048,187,10462,453,6239,164,96,8,160,21,1204
https://api.github.com/repos/gabrielemariotti/cardslib,353,596,225,2310,37,254,5,421,8,473
https://api.github.com/repos/gabrielfalcao/HTTPretty,1319,95,36,757,97,92,18,335,41,294
https://api.github.com/repos/gabrielhurley/js-openclient,698,8,3,18,22,5,0,139,6,19
https://api.github.com/repos/galetahub/social_profile,531,2,1,3,21,0,0,62,3,35
https://api.github.com/repos/gallir/Meneame,196,15,10,52,8,3,6,297,4,68
https://api.github.com/repos/ganarajpr/angular-dragdrop,328,56,17,127,23,43,9,63,14,11
https://api.github.com/repos/garakh/kladrapi-jsclient,370,20,12,39,6,9,0,29,6,3
https://api.github.com/repos/gardners/2014SE3,179,37,4,0,144,108,0,625,33,11
https://api.github.com/repos/garethr/garethr-diamond,631,15,2,5,14,2,0,90,10,380
https://api.github.com/repos/garethr/vagrantboxes-heroku,825,302,47,733,274,44,5,572,170,380
https://api.github.com/repos/GaretJax/phpbrowscap,1628,79,27,351,24,44,2,47,9,11
https://api.github.com/repos/garyKeorkunian/squants,186,7,13,135,4,80,0,133,3,8
https://api.github.com/repos/Gautier/django-xstatic,1134,3,1,10,2,1,0,8,2,10
https://api.github.com/repos/gbinal/open-source-notes,167,2,2,0,2,1,0,6,2,68
https://api.github.com/repos/gboudreau/XBMCnfoMoviesImporter.bundle,918,19,11,36,47,9,4,110,7,25
https://api.github.com/repos/gboudreau/XBMCnfoTVImporter.bundle,918,13,10,21,56,6,8,131,8,25
https://api.github.com/repos/gdbinit/Gdbinit,1177,83,36,249,19,9,0,23,6,264
https://api.github.com/repos/gedankenstuecke/snpr,1189,8,12,52,85,51,41,1403,4,26
https://api.github.com/repos/gempesaw/Selenium-Remote-Driver,1659,45,21,94,43,114,15,468,21,7
https://api.github.com/repos/geoffjentry/twitteR,1125,52,41,73,17,47,2,204,10,45
https://api.github.com/repos/GeorgeKimionis/BitcoinLib,247,20,19,41,7,9,2,54,2,7
https://api.github.com/repos/GeoWebCache/geowebcache,1439,84,23,87,93,189,1,1552,28,0
https://api.github.com/repos/geraintluff/tv4,595,58,10,229,33,121,38,188,15,14
https://api.github.com/repos/GermanoGiudici/angularjs-maven-tomcat-seed,456,5,3,0,1,0,0,6,1,4
https://api.github.com/repos/Getty/p5-moox-cmd,942,6,2,2,5,1,0,64,4,90
https://api.github.com/repos/ggreer/the_silver_searcher,1024,279,170,4109,216,274,21,1198,82,214
https://api.github.com/repos/ghedo/p5-FFI-Raw,873,5,8,21,33,18,1,258,5,29
https://api.github.com/repos/GideonLeGrange/mikrotik-java,424,8,2,4,1,8,0,124,2,4
https://api.github.com/repos/giganteous/flapjack-receiver,194,1,1,0,1,0,0,9,2,3
https://api.github.com/repos/gigasquid/clj-drone,613,16,23,165,6,4,0,162,5,184
https://api.github.com/repos/ginatrapani/ThinkUp,1920,710,179,3125,878,1214,127,2009,92,1762
https://api.github.com/repos/gjtorikian/html-proofer,558,7,6,57,30,85,12,381,8,144
https://api.github.com/repos/glebd/cocoafob,2018,32,22,276,5,7,1,14,7,39
https://api.github.com/repos/gleber/proto_ws,927,7,2,6,5,0,0,25,3,73
https://api.github.com/repos/glennblock/PUrify,257,0,1,0,0,0,0,39,2,272
https://api.github.com/repos/glensc/nagios-plugin-check_raid,836,40,9,35,43,38,3,540,21,23
https://api.github.com/repos/globby/Screenshot,170,1,1,14,3,1,0,19,3,7
https://api.github.com/repos/gmarik/Vundle.vim,1422,630,305,6165,150,367,52,558,41,262
https://api.github.com/repos/gmpl/FsControl,638,7,20,37,12,22,6,150,3,12
https://api.github.com/repos/gnolmon/RRDesign,168,1,1,0,3,0,0,6,2,0
https://api.github.com/repos/GnoStiC/PUAE,1579,27,13,106,21,27,6,155,3,8
https://api.github.com/repos/gns24/pydatomic,724,7,6,30,5,2,0,23,2,1
https://api.github.com/repos/goccy/p5-Compiler-Lexer,677,10,6,20,12,36,1,110,7,77
https://api.github.com/repos/godofgrunts/gfycat_bot,227,0,1,0,3,4,0,8,2,1
https://api.github.com/repos/goldmann/eap-dockerfiles,220,2,2,0,8,0,0,51,2,48
https://api.github.com/repos/golosio/xrmc,544,4,4,3,23,0,0,121,2,2
https://api.github.com/repos/GoMobile10/goMobile,224,7,12,1,11,1,0,74,4,1
https://api.github.com/repos/gonzaloruizdevilla/generator-angularexpress,407,10,5,23,4,3,0,383,46,37
https://api.github.com/repos/GoodBoyDigital/pixi.js,595,985,395,5366,326,640,119,934,73,156
https://api.github.com/repos/goodhanded/shotgun,175,3,2,0,10,1,1,74,3,1
https://api.github.com/repos/goodspeed1392/MdpProject,175,1,3,1,1,1,0,57,4,1
https://api.github.com/repos/goofyre/ProjectEuler,172,0,1,0,2,0,0,11,2,1
https://api.github.com/repos/GordonLesti/Lesti_Fpc,662,62,51,112,11,50,0,69,6,50
https://api.github.com/repos/gorthauer/vreen,902,23,12,48,27,3,0,364,8,20
https://api.github.com/repos/gpspake/Vagrant-Up-Script,166,1,1,0,1,0,0,8,2,3
https://api.github.com/repos/graemeb52096/AHS-Freshmen-Debates,355,1,6,0,2,2,0,2,1,1
https://api.github.com/repos/graingert/django-babel,271,2,1,2,6,0,0,88,6,12
https://api.github.com/repos/Grandt/PHPZip,1073,24,16,81,8,30,0,77,4,4
https://api.github.com/repos/grazcoin/mastercoin-tools,368,21,22,26,7,23,0,354,5,10
https://api.github.com/repos/greeny/WebDev-website,171,1,1,0,1,0,1,11,1,5
https://api.github.com/repos/greese/dasein-cloud-aws,807,19,13,6,160,27,6,887,20,27
https://api.github.com/repos/greese/dasein-cloud-azure,798,16,6,3,91,3,0,287,10,27
https://api.github.com/repos/greese/dasein-cloud-cloudstack,707,10,10,1,91,2,0,273,6,27
https://api.github.com/repos/greese/dasein-cloud-core,807,26,10,8,161,113,1,798,18,27
https://api.github.com/repos/greese/dasein-cloud-google,641,10,3,1,162,1,0,320,10,27
https://api.github.com/repos/greese/dasein-cloud-openstack,798,13,9,2,76,14,3,296,7,27
https://api.github.com/repos/greese/dasein-cloud-test,806,14,5,1,102,7,0,473,10,27
https://api.github.com/repos/greese/dasein-cloud-virtustream,209,5,3,1,52,0,0,85,3,27
https://api.github.com/repos/gregcaporaso/miMAP,333,3,2,0,6,10,0,37,2,32
https://api.github.com/repos/gregmuellegger/django-mobile,1423,81,28,346,20,26,3,101,8,51
https://api.github.com/repos/gregorybesson/PlaygroundGame,365,11,2,1,98,28,0,457,11,12
https://api.github.com/repos/greyblake/blogo,189,3,3,13,2,8,0,77,2,45
https://api.github.com/repos/gridnow/GridOS,555,37,15,26,28,2,0,197,7,10
https://api.github.com/repos/grigory-rechistov/ggg-cpuid,175,0,2,0,3,0,1,38,2,1
https://api.github.com/repos/grote/twitter-highscore,723,1,1,0,1,0,0,66,2,12
https://api.github.com/repos/grundprinzip/sublemacspro,938,51,38,272,17,82,3,170,12,39
https://api.github.com/repos/gsathya/flow,188,3,1,1,16,1,0,63,4,91
https://api.github.com/repos/gsathya/htpt,330,2,7,3,11,27,0,131,6,91
https://api.github.com/repos/gshipley/summitlab14,167,1,1,0,1,0,0,15,1,57
https://api.github.com/repos/guillaumepotier/Parsley.js,631,900,221,5338,247,483,8,741,128,176
https://api.github.com/repos/guilleiguaran/fakeredis,1295,46,15,182,75,45,4,358,37,255
https://api.github.com/repos/guns/vim-clojure-static,634,19,11,218,16,39,9,292,8,45
https://api.github.com/repos/gureedo/color-diff,167,0,1,1,1,0,0,4,2,3
https://api.github.com/repos/guyrt/2014-07-08-stonybrook,166,4,2,1,10,0,0,1070,57,17
https://api.github.com/repos/h4cc/wkhtmltopdf-amd64,367,8,6,17,1,4,0,9,2,22
https://api.github.com/repos/habnabit/txsocksx,885,6,4,13,4,4,2,87,2,47
https://api.github.com/repos/hach-que/Protobuild,428,14,7,32,15,42,0,176,5,22
https://api.github.com/repos/HackerWins/summernote,499,378,127,1630,154,448,12,830,71,87
https://api.github.com/repos/hadley/adv-r,384,306,46,310,569,36,11,2292,216,2004
https://api.github.com/repos/hadley/devtools,1589,207,110,850,159,423,54,1326,36,2004
https://api.github.com/repos/hadley/dplyr,680,117,99,434,60,537,99,1658,24,2004
https://api.github.com/repos/hadley/ggplot2,2297,262,142,963,273,735,126,2462,30,2004
https://api.github.com/repos/hadley/plyr,2119,62,40,321,65,156,4,704,14,2004
https://api.github.com/repos/hadynz/repository.arabic.xbmc-addons,743,313,62,88,12,102,145,322,7,48
https://api.github.com/repos/haih/libuv_wrapper,167,1,2,0,3,0,1,11,1,0
https://api.github.com/repos/haily2706/backend-service,168,0,1,0,2,0,0,10,2,0
https://api.github.com/repos/hakimel/reveal.js,1189,4953,1009,16938,320,689,51,1101,105,4357
https://api.github.com/repos/hamano/apache-mod-diary,979,1,2,10,1,0,0,24,2,28
https://api.github.com/repos/hanchilin/SSH,168,1,2,0,2,1,0,63,3,0
https://api.github.com/repos/hanke/studyforrest,246,2,1,0,4,0,0,99,3,25
https://api.github.com/repos/hannep/unhackathon-site,174,2,1,0,4,0,0,12,2,7
https://api.github.com/repos/hannseman/hipsaint,825,26,8,50,7,13,1,57,6,23
https://api.github.com/repos/Hardmath123/nearley,197,4,8,47,11,13,8,89,2,26
https://api.github.com/repos/hash-bang/PHP-SecurePay,1212,8,4,10,3,3,0,28,3,15
https://api.github.com/repos/HashNuke/mogo-chat,233,51,27,600,5,7,0,455,3,111
https://api.github.com/repos/hawesie/rp-localisation,551,12,2,0,4,1,0,25,3,14
https://api.github.com/repos/hayes/unpm,226,4,3,20,20,50,0,284,5,8
https://api.github.com/repos/hazemhagrass/push-parse,169,2,1,3,3,0,1,13,2,6
https://api.github.com/repos/hcoles/pitest,244,22,16,66,17,122,1,110,9,8
https://api.github.com/repos/hdashnow/python_for_bioinformatics,167,4,2,0,3,1,0,32,4,1
https://api.github.com/repos/heardrwt/RevealLoader,168,8,4,64,1,4,0,9,2,87
https://api.github.com/repos/hellais/TAILS-OSX,396,26,18,86,28,18,2,59,12,123
https://api.github.com/repos/henrikbjorn/PhpSpecCodeCoverageExtension,467,20,8,36,15,11,0,41,12,110
https://api.github.com/repos/HenrikJoreteg/SimpleWebRTC,593,399,129,1568,31,125,2,177,11,481
https://api.github.com/repos/henrikpersson/rsub,960,24,10,151,17,21,0,45,11,10
https://api.github.com/repos/HenriWahl/Nagstamon,636,24,15,48,28,80,3,866,10,3
https://api.github.com/repos/henrrrik/lita-imgflip,280,2,1,1,2,0,0,13,3,13
https://api.github.com/repos/herrkris/wordpress-capistrano,303,11,7,21,1,4,0,31,2,17
https://api.github.com/repos/hglm/a10disp,479,7,5,5,4,1,0,20,2,21
https://api.github.com/repos/hgomez/obuildfactory,728,46,34,141,9,14,0,370,5,38
https://api.github.com/repos/hgrecco/pyvisa,380,31,9,55,10,76,0,230,4,19
https://api.github.com/repos/hholtmann/smcFanControl,749,94,65,336,9,20,0,35,5,12
https://api.github.com/repos/Hidendra/LWC,1376,98,20,134,52,799,42,1264,15,47
https://api.github.com/repos/hidrees/wave-tumblog,210,2,3,3,3,14,0,45,2,2
https://api.github.com/repos/highslide-software/draggable-points,362,7,3,3,4,10,0,11,3,137
https://api.github.com/repos/hij1nx/liveswap,299,4,6,120,17,8,0,76,4,808
https://api.github.com/repos/hillelcoren/invoice-ninja,286,272,85,1225,86,76,0,705,24,24
https://api.github.com/repos/Hitin/Calculate,168,0,1,0,1,0,3,13,2,0
https://api.github.com/repos/hjwritesthings/sample-adventure,166,2,1,0,3,0,0,12,1,0
https://api.github.com/repos/hlamer/enki,1441,11,15,65,33,201,2,1732,5,6
https://api.github.com/repos/hobbestigrou/vimtips-fortune,866,4,2,16,4,5,0,54,4,30
https://api.github.com/repos/holgerd77/django-dynamic-scraper,997,71,36,237,13,26,0,12,3,20
https://api.github.com/repos/hollie/misterhouse,678,61,38,54,284,183,66,1051,20,5
https://api.github.com/repos/honza/vim-snippets,1176,649,67,984,382,68,42,933,190,105
https://api.github.com/repos/horike37/WP-Post-Branches,167,1,1,0,2,0,0,8,2,19
https://api.github.com/repos/houeland/kolproxy,930,11,8,11,45,191,0,297,8,0
https://api.github.com/repos/howech/cfndsl,635,0,1,1,0,0,0,124,11,12
https://api.github.com/repos/howeyc/pbullet,534,1,1,0,1,0,0,12,2,20
https://api.github.com/repos/hoytech/Log-Defer-Viz,570,3,1,0,5,0,0,64,4,65
https://api.github.com/repos/HPNeo/gmaps,1066,744,229,4790,88,261,17,296,39,154
https://api.github.com/repos/hpoydar/evernote-editor,571,4,5,22,1,2,0,42,1,26
https://api.github.com/repos/hqmq/derelicte,236,1,0,2,1,6,0,35,1,10
https://api.github.com/repos/hrydgard/ppsspp,676,613,227,1233,3764,3119,2978,14273,140,152
https://api.github.com/repos/HSA-Libraries/Bolt,692,28,43,119,199,23,6,555,8,14
https://api.github.com/repos/hsnayd/validetta,527,16,12,79,4,13,0,99,3,10
https://api.github.com/repos/hsume2/browserify-rails,502,17,4,47,10,23,0,72,6,8
https://api.github.com/repos/huangz1990/real-world-haskell-cn,689,33,28,117,5,1,8,119,3,1003
https://api.github.com/repos/huerlisi/bookyt,1587,29,34,123,6,30,13,3250,8,32
https://api.github.com/repos/hulei660066/AlipayContest,181,1,1,1,2,0,0,26,2,0
https://api.github.com/repos/HungTDO/SimpleToeic,172,1,1,0,11,29,0,115,2,0
https://api.github.com/repos/hunner/puppet-hiera,755,15,4,2,15,6,0,35,8,91
https://api.github.com/repos/HVFrancis/WritingImplements,194,4,1,0,3,0,0,6,2,0
https://api.github.com/repos/hybridauth/hybridauth,1028,531,178,1300,166,142,13,441,91,55
https://api.github.com/repos/hypeJunction/hypeGallery,893,5,4,2,6,34,0,143,3,65
https://api.github.com/repos/IainNZ/PackageEvaluator.jl,403,8,3,5,9,58,5,192,8,45
https://api.github.com/repos/ianharrigan/haxeui,556,26,38,204,36,113,15,292,11,25
https://api.github.com/repos/IanJRigg/SIC_XEAssembler,212,3,4,0,95,11,0,326,4,2
https://api.github.com/repos/ibell/coolprop,394,17,13,19,38,201,56,984,13,5
https://api.github.com/repos/icedev576/flappybird-devkit,201,2,1,1,1,0,0,11,2,1
https://api.github.com/repos/icefox/git-hooks,1578,80,26,400,32,13,3,76,9,86
https://api.github.com/repos/iconara/etcd-rb,400,11,7,28,7,4,0,187,3,68
https://api.github.com/repos/ideals/Ideal-CMS,389,3,6,3,57,27,8,168,3,0
https://api.github.com/repos/ifedorenko/com.ifedorenko.m2e.mavendev,777,1,7,8,1,2,0,56,2,16
https://api.github.com/repos/ifedorenko/com.ifedorenko.m2e.sourcelookup,975,4,6,34,3,5,0,102,2,16
https://api.github.com/repos/iffy/norm,546,2,2,5,2,18,0,154,2,5
https://api.github.com/repos/igalarzab/pyrenfe,685,0,1,0,1,0,0,19,2,25
https://api.github.com/repos/igauravsehrawat/psrm-book,176,33,1,0,34,2,0,63,3,14
https://api.github.com/repos/iGio90/InspireLauncher_translations,193,37,9,9,52,0,8,133,16,46
https://api.github.com/repos/ignacysokolowski/sphinx-readable-theme,389,2,1,5,2,0,0,6,2,10
https://api.github.com/repos/igrigorik/em-socksify,1323,7,2,22,13,4,0,37,5,3058
https://api.github.com/repos/iguanaman/ThaumcraftMobAspects,310,4,4,2,2,0,0,11,3,7
https://api.github.com/repos/iHedgehog/twister-calm,196,4,4,15,29,14,0,256,4,1
https://api.github.com/repos/ihsanfaisal/kota-kecamatan,206,6,2,0,31,6,0,85,5,3
https://api.github.com/repos/iinterest/Squirrel-3,415,5,2,8,2,22,0,2,1,1
https://api.github.com/repos/iJackUA/yii2-sharelinks-widget,177,3,2,3,1,1,0,9,2,12
https://api.github.com/repos/imaifactory/fluent-plugin-kinesis,281,6,6,17,3,9,0,23,2,5
https://api.github.com/repos/incompl/cloak,385,30,22,301,18,63,1,207,6,114
https://api.github.com/repos/inconshreveable/ngrok,537,201,149,3129,31,132,4,294,17,186
https://api.github.com/repos/individual-it/ntfs-hardlink-backup,217,1,0,0,9,4,0,47,2,0
https://api.github.com/repos/infinitered/ruby-xcdm,509,6,6,62,5,7,1,9,5,0
https://api.github.com/repos/infusion/Fraction.js,180,1,3,10,1,0,0,45,2,128
https://api.github.com/repos/ingbrzy/MA-XML-5.0-SPANISH,545,30,14,11,34,7,22,198,19,41
https://api.github.com/repos/inkel/ruster,177,2,3,19,2,4,4,63,2,43
https://api.github.com/repos/Insung-Seo/graduate,187,1,1,1,2,0,0,4,2,1
https://api.github.com/repos/integralpro/nosleep,324,2,1,3,1,1,0,74,2,0
https://api.github.com/repos/ioerror/freenote,169,6,14,62,2,0,0,8,2,595
https://api.github.com/repos/iog3/SOTag,395,6,6,17,7,13,0,74,2,3
https://api.github.com/repos/IonicaBizau/function-graphs,169,1,2,2,1,3,0,40,2,116
https://api.github.com/repos/ipeirotis/Mturk-Tracker,1761,8,8,19,4,0,10,750,8,33
https://api.github.com/repos/irace/BRYDescriptionBuilder,196,1,1,2,5,1,0,15,3,113
https://api.github.com/repos/IronSummitMedia/startbootstrap,394,1989,363,3465,31,50,3,25,18,0
https://api.github.com/repos/isaacs/st,759,25,15,222,27,23,13,109,12,3451
https://api.github.com/repos/ishuah91/Nodejs-MongoDb-TodoMVC,638,17,5,23,2,0,0,23,3,9
https://api.github.com/repos/ismailasci/omnipay-sofort,345,2,3,4,4,4,0,14,3,3
https://api.github.com/repos/ismasan/oat,298,14,4,144,33,14,0,130,9,57
https://api.github.com/repos/ispc/ispc,1175,59,45,289,351,509,7,924,25,18
https://api.github.com/repos/israelcoin/Isracoin,169,10,10,8,4,18,0,203,26,5
https://api.github.com/repos/istvan-ujjmeszaros/bootstrap-touchspin,340,36,14,92,13,23,0,55,7,11
https://api.github.com/repos/itod/pegkit,182,7,7,143,2,16,0,258,1,174
https://api.github.com/repos/iTooT/luna,200,1,3,0,6,5,2,38,1,2
https://api.github.com/repos/itu-anso/PublishIT,174,3,4,0,4,1,0,103,4,0
https://api.github.com/repos/ivantcholakov/starter-public-edition-4,299,6,10,22,20,13,1,990,2,7
https://api.github.com/repos/ixisio/bootstrap-touch-carousel,356,21,12,68,6,28,0,53,4,17
https://api.github.com/repos/izaera/cipher,354,3,4,19,8,77,1,226,2,6
https://api.github.com/repos/j-mcnally/cordova-statusTap,573,16,7,39,7,7,1,29,5,22
https://api.github.com/repos/j3k0/PhoneGap-InAppPurchase-iOS,459,55,21,126,13,40,0,85,9,6
https://api.github.com/repos/jackbrewer/stylus-mixins,203,2,1,8,4,3,0,76,2,32
https://api.github.com/repos/JackDougherty/demo,173,0,1,0,1,2,0,9,2,4
https://api.github.com/repos/jackfranklin/gulp-load-plugins,278,11,6,144,12,25,1,60,9,236
